mock_sys_test,Sanity,Verify that Upload of a file works fine,Pass,2020-01-31 16:53:16.540544,PRSUBRAMA-LT
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that 404 is returned while trying to delete a file that does not exist,Fail,2020-02-02 16:21:25.292728,CSLAB2-18
17PW33,Milestone-3__f0c53a1b8594adb1046555604673530e94409369,Delete all the files on the server_M3,Fail,2020-02-02 16:21:26.467356,CSLAB2-18
17PW33,Milestone-3__f0c53a1b8594adb1046555604673530e94409369,Verify Load Balancing        - Have a known configuration of node count and chunk size        - Load a sequence of files with specific sizes        - Check the file count and distribution of load,Fail,2020-02-02 16:21:27.483119,CSLAB2-18
17PW33,Milestone-3__f0c53a1b8594adb1046555604673530e94409369,Delete all the files on the server_M34,Fail,2020-02-02 16:21:28.542019,CSLAB2-18
17PW33,Milestone-3__f0c53a1b8594adb1046555604673530e94409369,"Verify redundancy         - Have a known configuration of node count , chunk size  and redunduncy level        - Load a sequence of files with specific sizes        - Delete number of nodes as redunduncy specification        - Check if the files can be retrived",Fail,2020-02-02 16:21:29.647083,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Delete all the files on the server,Fail,2020-02-02 16:23:23.151391,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that the list Files returns no files when there are no files to be displayed,Fail,2020-02-02 16:23:25.279675,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that the a file can be uploaded successfully,Fail,2020-02-02 16:23:27.325162,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that the uploaded file can be reterived sucessfully - Verify check sum before upload and after reterive,Fail,2020-02-02 16:23:29.398462,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,"Verify that when there are files , the list call displays the files correctly",Fail,2020-02-02 16:23:31.461991,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that a delete operation happens successfully,Fail,2020-02-02 16:23:33.529411,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that appopriate error message is displayed while trying to access a file that doesnt exist,Pass,2020-02-02 16:23:34.613347,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that an error is returned while trying to upload a duplicate file,Fail,2020-02-02 16:23:35.671127,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that files of various names are accepted during upload,Pass,2020-02-02 16:23:36.715280,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that 404 is returned while trying to delete a file that does not exist,Fail,2020-02-02 16:23:37.746125,CSLAB2-18
17PW33,Milestone-3__f0c53a1b8594adb1046555604673530e94409369,Delete all the files on the server_M3,Fail,2020-02-02 16:23:39.062485,CSLAB2-18
17PW33,Milestone-3__f0c53a1b8594adb1046555604673530e94409369,Verify Load Balancing        - Have a known configuration of node count and chunk size        - Load a sequence of files with specific sizes        - Check the file count and distribution of load,Fail,2020-02-02 16:23:40.076848,CSLAB2-18
17PW33,Milestone-3__f0c53a1b8594adb1046555604673530e94409369,Delete all the files on the server_M34,Pass,2020-02-02 16:23:41.078815,CSLAB2-18
17PW33,Milestone-3__f0c53a1b8594adb1046555604673530e94409369,"Verify redundancy         - Have a known configuration of node count , chunk size  and redunduncy level        - Load a sequence of files with specific sizes        - Delete number of nodes as redunduncy specification        - Check if the files can be retrived",Fail,2020-02-02 16:23:42.107924,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Delete all the files on the server,Pass,2020-02-02 16:23:54.681940,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that the list Files returns no files when there are no files to be displayed,Pass,2020-02-02 16:23:55.686757,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that the a file can be uploaded successfully,Pass,2020-02-02 16:23:56.701584,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that the uploaded file can be reterived sucessfully - Verify check sum before upload and after reterive,Fail,2020-02-02 16:23:57.901215,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,"Verify that when there are files , the list call displays the files correctly",Fail,2020-02-02 16:23:58.952392,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that a delete operation happens successfully,Fail,2020-02-02 16:24:00.032575,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that appopriate error message is displayed while trying to access a file that doesnt exist,Pass,2020-02-02 16:24:01.050054,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that an error is returned while trying to upload a duplicate file,Fail,2020-02-02 16:24:02.081059,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that files of various names are accepted during upload,Pass,2020-02-02 16:24:03.098206,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that 404 is returned while trying to delete a file that does not exist,Fail,2020-02-02 16:24:04.129948,CSLAB2-18
17PW33,Milestone-3__f0c53a1b8594adb1046555604673530e94409369,Delete all the files on the server_M3,Fail,2020-02-02 16:24:05.303957,CSLAB2-18
17PW33,Milestone-3__f0c53a1b8594adb1046555604673530e94409369,Verify Load Balancing        - Have a known configuration of node count and chunk size        - Load a sequence of files with specific sizes        - Check the file count and distribution of load,Fail,2020-02-02 16:24:06.402229,CSLAB2-18
17PW33,Milestone-3__f0c53a1b8594adb1046555604673530e94409369,Delete all the files on the server_M34,Pass,2020-02-02 16:24:07.395736,CSLAB2-18
17PW33,Milestone-3__f0c53a1b8594adb1046555604673530e94409369,"Verify redundancy         - Have a known configuration of node count , chunk size  and redunduncy level        - Load a sequence of files with specific sizes        - Delete number of nodes as redunduncy specification        - Check if the files can be retrived",Fail,2020-02-02 16:24:08.421191,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Delete all the files on the server,Pass,2020-02-02 16:24:13.378149,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that the list Files returns no files when there are no files to be displayed,Pass,2020-02-02 16:24:14.415409,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that the a file can be uploaded successfully,Pass,2020-02-02 16:24:15.440223,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that the uploaded file can be reterived sucessfully - Verify check sum before upload and after reterive,Fail,2020-02-02 16:24:16.539478,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,"Verify that when there are files , the list call displays the files correctly",Fail,2020-02-02 16:24:17.640713,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that a delete operation happens successfully,Fail,2020-02-02 16:24:18.677646,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that appopriate error message is displayed while trying to access a file that doesnt exist,Pass,2020-02-02 16:24:19.673632,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that an error is returned while trying to upload a duplicate file,Fail,2020-02-02 16:24:20.701697,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that files of various names are accepted during upload,Pass,2020-02-02 16:24:21.764207,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that 404 is returned while trying to delete a file that does not exist,Fail,2020-02-02 16:24:22.823375,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Delete all the files on the server,Fail,2020-02-02 16:25:21.938053,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that the list Files returns no files when there are no files to be displayed,Fail,2020-02-02 16:25:24.070539,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that the a file can be uploaded successfully,Fail,2020-02-02 16:25:26.175911,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that the uploaded file can be reterived sucessfully - Verify check sum before upload and after reterive,Fail,2020-02-02 16:25:28.248120,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,"Verify that when there are files , the list call displays the files correctly",Fail,2020-02-02 16:25:30.339994,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that a delete operation happens successfully,Fail,2020-02-02 16:25:32.425001,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that appopriate error message is displayed while trying to access a file that doesnt exist,Fail,2020-02-02 16:25:34.545877,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that an error is returned while trying to upload a duplicate file,Fail,2020-02-02 16:25:36.651578,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that files of various names are accepted during upload,Fail,2020-02-02 16:25:38.722150,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that 404 is returned while trying to delete a file that does not exist,Fail,2020-02-02 16:25:40.800656,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Delete all the files on the server,Pass,2020-02-02 16:25:51.901578,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that the list Files returns no files when there are no files to be displayed,Pass,2020-02-02 16:25:52.997474,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that the a file can be uploaded successfully,Pass,2020-02-02 16:25:54.007625,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that the uploaded file can be reterived sucessfully - Verify check sum before upload and after reterive,Pass,2020-02-02 16:25:55.041332,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,"Verify that when there are files , the list call displays the files correctly",Pass,2020-02-02 16:25:56.025247,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that a delete operation happens successfully,Pass,2020-02-02 16:25:57.061570,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that appopriate error message is displayed while trying to access a file that doesnt exist,Pass,2020-02-02 16:25:58.054864,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that an error is returned while trying to upload a duplicate file,Pass,2020-02-02 16:25:59.054504,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that files of various names are accepted during upload,Pass,2020-02-02 16:26:00.078744,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that 404 is returned while trying to delete a file that does not exist,Pass,2020-02-02 16:26:01.184940,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Delete all the files on the server,Fail,2020-02-02 16:59:07.144464,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that the list Files returns no files when there are no files to be displayed,Fail,2020-02-02 16:59:08.163593,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that the a file can be uploaded successfully,Pass,2020-02-02 16:59:09.267013,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that the uploaded file can be reterived sucessfully - Verify check sum before upload and after reterive,Pass,2020-02-02 16:59:10.294957,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,"Verify that when there are files , the list call displays the files correctly",Pass,2020-02-02 16:59:11.316401,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that a delete operation happens successfully,Pass,2020-02-02 16:59:12.406194,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that appopriate error message is displayed while trying to access a file that doesnt exist,Pass,2020-02-02 16:59:13.508877,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that an error is returned while trying to upload a duplicate file,Pass,2020-02-02 16:59:14.543779,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that files of various names are accepted during upload,Pass,2020-02-02 16:59:15.601931,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that 404 is returned while trying to delete a file that does not exist,Fail,2020-02-02 16:59:17.670080,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Delete all the files on the server,Pass,2020-02-02 16:59:30.027023,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that the list Files returns no files when there are no files to be displayed,Pass,2020-02-02 16:59:31.018820,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that the a file can be uploaded successfully,Pass,2020-02-02 16:59:32.062004,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that the uploaded file can be reterived sucessfully - Verify check sum before upload and after reterive,Pass,2020-02-02 16:59:33.119930,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,"Verify that when there are files , the list call displays the files correctly",Pass,2020-02-02 16:59:34.161614,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that a delete operation happens successfully,Pass,2020-02-02 16:59:35.202058,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that appopriate error message is displayed while trying to access a file that doesnt exist,Pass,2020-02-02 16:59:36.226281,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that an error is returned while trying to upload a duplicate file,Pass,2020-02-02 16:59:37.383081,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that files of various names are accepted during upload,Pass,2020-02-02 16:59:38.473214,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that 404 is returned while trying to delete a file that does not exist,Pass,2020-02-02 16:59:39.497403,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Delete all the files on the server,Fail,2020-02-02 16:59:57.960314,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that the list Files returns no files when there are no files to be displayed,Fail,2020-02-02 16:59:58.975183,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that the a file can be uploaded successfully,Pass,2020-02-02 17:00:00.087605,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that the uploaded file can be reterived sucessfully - Verify check sum before upload and after reterive,Fail,2020-02-02 17:00:01.204437,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,"Verify that when there are files , the list call displays the files correctly",Pass,2020-02-02 17:00:02.285657,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that a delete operation happens successfully,Pass,2020-02-02 17:00:03.347254,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that appopriate error message is displayed while trying to access a file that doesnt exist,Pass,2020-02-02 17:00:04.388658,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that an error is returned while trying to upload a duplicate file,Fail,2020-02-02 17:00:05.421873,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that files of various names are accepted during upload,Fail,2020-02-02 17:00:06.468362,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that 404 is returned while trying to delete a file that does not exist,Pass,2020-02-02 17:00:07.503330,CSLAB2-18
17PW33,Milestone-3__f0c53a1b8594adb1046555604673530e94409369,Delete all the files on the server_M3,Fail,2020-02-02 17:00:08.699912,CSLAB2-18
17PW33,Milestone-3__f0c53a1b8594adb1046555604673530e94409369,Verify Load Balancing        - Have a known configuration of node count and chunk size        - Load a sequence of files with specific sizes        - Check the file count and distribution of load,Fail,2020-02-02 17:00:09.856435,CSLAB2-18
17PW33,Milestone-3__f0c53a1b8594adb1046555604673530e94409369,Delete all the files on the server_M34,Fail,2020-02-02 17:00:10.988483,CSLAB2-18
17PW33,Milestone-3__f0c53a1b8594adb1046555604673530e94409369,"Verify redundancy         - Have a known configuration of node count , chunk size  and redunduncy level        - Load a sequence of files with specific sizes        - Delete number of nodes as redunduncy specification        - Check if the files can be retrived",Fail,2020-02-02 17:00:12.094537,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Delete all the files on the server,Pass,2020-02-02 17:00:33.421184,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that the list Files returns no files when there are no files to be displayed,Pass,2020-02-02 17:00:34.452846,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that the a file can be uploaded successfully,Pass,2020-02-02 17:00:35.507685,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that the uploaded file can be reterived sucessfully - Verify check sum before upload and after reterive,Pass,2020-02-02 17:00:36.535093,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,"Verify that when there are files , the list call displays the files correctly",Pass,2020-02-02 17:00:37.562986,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that a delete operation happens successfully,Pass,2020-02-02 17:00:38.658437,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that appopriate error message is displayed while trying to access a file that doesnt exist,Pass,2020-02-02 17:00:39.694031,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that an error is returned while trying to upload a duplicate file,Pass,2020-02-02 17:00:40.768397,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that files of various names are accepted during upload,Pass,2020-02-02 17:00:41.821805,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that 404 is returned while trying to delete a file that does not exist,Pass,2020-02-02 17:00:42.898140,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Delete all the files on the server,Pass,2020-02-02 17:00:58.038980,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that the list Files returns no files when there are no files to be displayed,Pass,2020-02-02 17:00:59.060500,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that the a file can be uploaded successfully,Pass,2020-02-02 17:01:00.186621,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that the uploaded file can be reterived sucessfully - Verify check sum before upload and after reterive,Pass,2020-02-02 17:01:01.211407,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,"Verify that when there are files , the list call displays the files correctly",Pass,2020-02-02 17:01:02.322728,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that a delete operation happens successfully,Pass,2020-02-02 17:01:03.440039,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that appopriate error message is displayed while trying to access a file that doesnt exist,Pass,2020-02-02 17:01:04.439694,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that an error is returned while trying to upload a duplicate file,Pass,2020-02-02 17:01:05.487628,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that files of various names are accepted during upload,Pass,2020-02-02 17:01:06.552069,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that 404 is returned while trying to delete a file that does not exist,Pass,2020-02-02 17:01:07.698353,CSLAB2-18
17PW33,Milestone-3__f0c53a1b8594adb1046555604673530e94409369,Delete all the files on the server_M3,Fail,2020-02-02 17:01:08.864879,CSLAB2-18
17PW33,Milestone-3__f0c53a1b8594adb1046555604673530e94409369,Verify Load Balancing        - Have a known configuration of node count and chunk size        - Load a sequence of files with specific sizes        - Check the file count and distribution of load,Fail,2020-02-02 17:01:09.864584,CSLAB2-18
17PW33,Milestone-3__f0c53a1b8594adb1046555604673530e94409369,Delete all the files on the server_M34,Fail,2020-02-02 17:01:10.920262,CSLAB2-18
17PW33,Milestone-3__f0c53a1b8594adb1046555604673530e94409369,"Verify redundancy         - Have a known configuration of node count , chunk size  and redunduncy level        - Load a sequence of files with specific sizes        - Delete number of nodes as redunduncy specification        - Check if the files can be retrived",Fail,2020-02-02 17:01:11.929200,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Delete all the files on the server,Pass,2020-02-02 17:09:37.854602,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that the list Files returns no files when there are no files to be displayed,Pass,2020-02-02 17:09:38.910863,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that the a file can be uploaded successfully,Pass,2020-02-02 17:09:39.988078,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that the uploaded file can be reterived sucessfully - Verify check sum before upload and after reterive,Pass,2020-02-02 17:09:41.014800,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,"Verify that when there are files , the list call displays the files correctly",Pass,2020-02-02 17:09:42.133363,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that a delete operation happens successfully,Pass,2020-02-02 17:09:43.233541,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that appopriate error message is displayed while trying to access a file that doesnt exist,Pass,2020-02-02 17:09:44.278501,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that an error is returned while trying to upload a duplicate file,Pass,2020-02-02 17:09:45.312778,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that files of various names are accepted during upload,Pass,2020-02-02 17:09:46.512930,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that 404 is returned while trying to delete a file that does not exist,Pass,2020-02-02 17:09:47.568354,CSLAB2-18
17PW33,Milestone-3__f0c53a1b8594adb1046555604673530e94409369,Delete all the files on the server_M3,Fail,2020-02-02 17:09:48.724830,CSLAB2-18
17PW33,Milestone-3__f0c53a1b8594adb1046555604673530e94409369,Verify Load Balancing        - Have a known configuration of node count and chunk size        - Load a sequence of files with specific sizes        - Check the file count and distribution of load,Fail,2020-02-02 17:09:49.759806,CSLAB2-18
17PW33,Milestone-3__f0c53a1b8594adb1046555604673530e94409369,Delete all the files on the server_M34,Fail,2020-02-02 17:09:50.826794,CSLAB2-18
17PW33,Milestone-3__f0c53a1b8594adb1046555604673530e94409369,"Verify redundancy         - Have a known configuration of node count , chunk size  and redunduncy level        - Load a sequence of files with specific sizes        - Delete number of nodes as redunduncy specification        - Check if the files can be retrived",Fail,2020-02-02 17:09:51.857267,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Delete all the files on the server,Fail,2020-02-02 17:13:15.765518,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that the list Files returns no files when there are no files to be displayed,Fail,2020-02-02 17:13:16.598872,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that the a file can be uploaded successfully,Pass,2020-02-02 17:13:17.644241,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that the uploaded file can be reterived sucessfully - Verify check sum before upload and after reterive,Pass,2020-02-02 17:13:18.698598,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,"Verify that when there are files , the list call displays the files correctly",Pass,2020-02-02 17:13:19.814793,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that a delete operation happens successfully,Pass,2020-02-02 17:13:20.852285,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that appopriate error message is displayed while trying to access a file that doesnt exist,Fail,2020-02-02 17:13:21.969829,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that an error is returned while trying to upload a duplicate file,Fail,2020-02-02 17:13:24.079453,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that files of various names are accepted during upload,Fail,2020-02-02 17:13:26.152235,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Verify that 404 is returned while trying to delete a file that does not exist,Fail,2020-02-02 17:13:28.216046,CSLAB2-18
17PW33,Milestone-3__f0c53a1b8594adb1046555604673530e94409369,Delete all the files on the server_M3,Fail,2020-02-02 17:13:30.543299,CSLAB2-18
17PW33,Milestone-3__f0c53a1b8594adb1046555604673530e94409369,Verify Load Balancing        - Have a known configuration of node count and chunk size        - Load a sequence of files with specific sizes        - Check the file count and distribution of load,Fail,2020-02-02 17:13:32.630017,CSLAB2-18
17PW33,Milestone-3__f0c53a1b8594adb1046555604673530e94409369,Delete all the files on the server_M34,Fail,2020-02-02 17:13:34.723498,CSLAB2-18
17PW33,Milestone-3__f0c53a1b8594adb1046555604673530e94409369,"Verify redundancy         - Have a known configuration of node count , chunk size  and redunduncy level        - Load a sequence of files with specific sizes        - Delete number of nodes as redunduncy specification        - Check if the files can be retrived",Fail,2020-02-02 17:13:36.912098,CSLAB2-18
17PW33,Milestone-1__029dde7697d77476f47bcb6a0d7fbd95edee07b6,Delete all the files on the server,Pass,2020-02-02 17:13:57.113795,CSLAB2-18
